,gold intent,gold slot,predicted intent,predicted slot,sentences
96,flight,"['O', 'O', 'O', 'O', 'O', 'B-toloc.city_name', 'O', 'B-fromloc.city_name', 'I-fromloc.city_name', 'O', 'B-depart_date.day_name', 'B-depart_date.month_name', 'B-depart_date.day_number', 'I-depart_date.day_number', 'O', 'O', 'B-depart_time.period_of_day', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS which flights arrive in burbank from las vegas on saturday april twenty third in the afternoon EOS
97,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'B-arrive_time.time_relative', 'B-arrive_time.time', 'I-arrive_time.time', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS which flights are available from orlando to cleveland that arrive around 10 pm EOS
98,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', 'B-depart_date.month_name', 'B-depart_date.day_number', 'I-depart_date.day_number', 'O', 'O', 'B-depart_time.period_of_day', 'I-depart_time.period_of_day', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS what flights are available from indianapolis to san diego on april twenty first in the late afternoon EOS
99,flight,"['O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'O', 'B-toloc.city_name', 'O', 'B-depart_date.month_name', 'B-depart_date.day_number', 'I-depart_date.day_number', 'O', 'O', 'B-depart_time.period_of_day', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'O', 'O', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS what flights leave cleveland going to indianapolis on april twenty first in the morning EOS
100,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-depart_date.month_name', 'B-depart_date.day_number', 'I-depart_date.day_number', 'O', 'O', 'B-depart_time.period_of_day', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS which flights are available on april twenty first in the morning from nashville to tacoma EOS
101,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', 'O', 'B-depart_time.period_of_day', 'O', 'B-depart_date.month_name', 'B-depart_date.day_number', 'I-depart_date.day_number', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS which flights are available from tacoma to san jose in the morning on april twenty second EOS
102,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'I-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'B-depart_time.period_of_day', 'O', 'B-depart_date.month_name', 'B-depart_date.day_number', 'I-depart_date.day_number', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'O', 'O', 'O', 'B-toloc.city_name', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS which flights are available from san jose to nashville leaving in the morning on april twenty three EOS
103,airfare,"['O', 'O', 'O', 'O', 'B-cost_relative', 'I-cost_relative', 'B-round_trip', 'I-round_trip', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",airfare,"['O', 'O', 'O', 'O', 'B-flight_mod', 'B-round_trip', 'I-round_trip', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS what is the most expensive one way fare between detroit and westchester county EOS
104,airline,"['O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",airline,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS what airlines fly between detroit and westchester county EOS
105,flight,"['O', 'O', 'O', 'O', 'B-flight_mod', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'B-meal_description', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'B-flight_mod', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS what is the latest flight from baltimore to oakland that serves dinner EOS
106,flight,"['O', 'O', 'O', 'O', 'B-flight_mod', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'B-meal_description', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'B-flight_mod', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS what is the earliest flight between baltimore and oakland that serves breakfast EOS
107,city,"['O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-airline_name', 'I-airline_name', 'O', 'B-class_type', 'I-class_type', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'B-fromloc.city_name', 'B-fromloc.city_name', 'B-toloc.city_name', 'O', 'B-fromloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS to what cities from boston does america west fly first class EOS
108,airline,"['O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",airline,"['O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS what airline flies from boston to san diego EOS
109,flight,"['O', 'O', 'O', 'O', 'B-flight_mod', 'B-meal_description', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'B-flight_mod', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS what is the latest breakfast flight from dallas to tampa EOS
110,flight,"['O', 'O', 'O', 'O', 'B-airline_name', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'B-stoploc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS show me all lufthansa flights from seattle to boston with stopovers in minneapolis EOS
111,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'B-stoploc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS show me all flights from seattle to boston with stopovers in minneapolis EOS
112,flight,"['O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', 'O', 'O', 'O', 'B-stoploc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS list philadelphia to san francisco flights with stopovers in dallas EOS
113,flight,"['O', 'O', 'O', 'O', 'B-connect', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'O', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS show me the connecting flights between boston and denver and the types of aircraft used EOS
114,flight,"['O', 'O', 'O', 'O', 'O', 'B-depart_time.period_of_day', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS show me all the morning flights from philadelphia to fort worth EOS
115,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'I-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'B-fromloc.city_name', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS show me all the flights from kansas city to st. paul EOS
116,flight,"['O', 'O', 'O', 'B-airline_name', 'O', 'B-flight_number', 'O', 'B-fromloc.city_name', 'I-fromloc.city_name', 'O', 'B-toloc.city_name', 'I-toloc.city_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'B-fromloc.city_name', 'O', 'O', 'B-toloc.city_name', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS show me northwest flight 608 from kansas city to st. paul EOS
117,flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'B-toloc.city_name', 'O', 'B-depart_date.day_name', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",flight,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fromloc.city_name', 'O', 'O', 'O', 'O', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__', '__padded__']",BOS show me all the flights from indianapolis to charlotte on monday EOS
